,SVMScore25,SVMScore75,SVMScoreMax,SVMScoreMean,SVMScoreMedian,SVMScoreMin,SVMScoreStd,dataFileHandleId
0,-1425.8887405658788,-395.70985814315804,-5.7142294757541094,-841.6621927333478,-615.0046398958449,-1988.055759324584,589.7390678314262,17286028
1,-284.6187424821983,51.15395932386332,196.2315131985115,-148.56414089776192,-20.300978047898752,-882.6469812736675,317.04728838741283,17286030
2,-1469.4495238932204,-1307.4243806513068,-1209.787082070931,-1398.9177079868173,-1373.7074737996736,-1708.992651551047,130.88683224341355,17286034
3,-1385.0367944055101,-1276.2437377705967,-1200.3575082761135,-1354.839510068849,-1336.831451542895,-1738.865126644223,118.68986591365527,17286036
4,-127.77741415080084,87.23320705296089,179.47907319065507,-139.19057681527903,-78.36023637836502,-1069.4199318266683,368.6855734602969,17286042
5,-313.8024705516783,312.7292898997034,364.1955799692696,-61.18528702398038,241.86872975714073,-943.4208939254863,517.3354806945897,17286048
6,14.205813865173127,275.5775335874673,348.29243828478,76.30882589269106,234.51312587617076,-819.8923021810269,359.4608691747275,17286052
7,-319.07445696367967,89.48421738406978,218.7032142203393,-106.02918497201779,-67.94343192755719,-471.0703530198491,243.6160137826095,17286058
8,-981.4297126355573,-676.0038638632827,-534.1511646969527,-876.3582062455322,-759.5879724922883,-1629.5771430337045,291.7137451332965,17286069
9,-882.804751263671,-616.9037052662686,-527.1250892882449,-753.2830213700953,-712.0696171778136,-1061.2855525571229,167.26803335775898,17286072
10,-683.1735907151515,-412.36564933055695,-228.73190761731803,-537.3809621071543,-537.0004243987229,-808.6222451524259,184.8205304871875,17286078
11,-1104.7148358905197,-795.232707055804,-680.747578216957,-915.5397252719148,-845.514524832676,-1160.8950472821662,170.1372336364952,17286084
12,-1202.5249149617823,-893.331949787799,-885.5032521993837,-1115.3156620810803,-991.2179011470721,-1618.2940997493859,285.56185002808,17286088
13,-1612.8218100915365,-1269.8866358725604,-1175.7294755065218,-1450.6916681581772,-1312.3232287625228,-1892.3062055778532,259.8686810951445,17286094
14,-160.99787123706346,139.20088924854758,280.0144650350612,-93.88526054895337,-122.68647537612378,-786.2961023762703,288.37855150714495,17286161
15,-407.83257993129916,280.12897703433896,532.4601440226616,-76.34587093310047,125.41408305626237,-1314.1096341339278,510.0987920161759,17286163
16,-857.8555980829551,-542.1238756318814,-419.76339391698457,-734.5064557707832,-710.5445884100372,-1259.4592635815852,224.82053370973435,17286167
17,-841.1526294449945,-548.3698153394309,-465.122252267216,-711.6475599292011,-659.5109351308785,-1101.1266698521376,182.83228457412403,17286169
18,217.65610307141128,282.06541851286454,493.66090351307867,131.3175765836594,230.22634012401363,-892.0184660975519,396.37598459383395,17286175
19,498.43530698000086,569.2994098585776,622.6518239844013,404.9909856784229,552.7884483165651,-627.8626485930963,392.4550816707284,17286181
20,378.55164753905774,514.5692956229751,644.8508747029537,342.3457417572025,450.48769622790246,-650.413933256219,386.08894951789284,17286185
21,278.9593053951463,444.3166408780701,470.2265823505636,283.0775137676304,407.2427122650504,-470.39112576347407,293.4729226934381,17286191
22,-243.46224552332387,112.29947368338799,236.5942582992202,-125.76802139820727,-113.82576144721907,-742.3277929384972,270.6045080073437,17286204
23,-335.48336499712696,45.7234365270815,341.90489048962854,-176.55770146839473,-48.04194343751624,-1204.4337391822585,403.3748191805904,17286206
24,-490.9426670114615,-275.2874382533496,-164.46028822360222,-400.7686065562949,-334.7328851289685,-780.6577719226827,186.79571042258152,17286212
25,-1146.7465361685267,-722.6338438804498,-567.0566694649388,-953.585689917315,-845.0548623660876,-1494.006861496212,308.7759268692618,17286218
26,-1046.860259682584,-799.6924487505137,-713.9014609928913,-953.8768060990437,-866.2844796916285,-1368.9844832082906,236.36109026132658,17286222
27,-1549.3502705791598,-1377.9936627896625,-1267.9269393446825,-1454.0089501572827,-1424.3570265675194,-1653.5479537093072,126.28712905956012,17286228
28,65.36962282092634,446.33863728642757,476.53416530080176,215.83957317155335,359.45723150052413,-480.02971663153085,290.3829713728363,17286284
29,-12.16356709006891,615.702752972387,754.79540282781,323.42464126340775,447.1350156321341,-292.52551388288975,366.0712558184206,17286286
30,87.46312421266566,513.0147902095923,614.6869256635532,274.72676883573,385.33438176747904,-1075.5164657498417,359.2572552752102,17286289
31,181.74608149596315,422.0978603119361,626.0213362908598,188.01332344789583,316.9031875113128,-1029.7007137546782,396.25320507966,17286292
32,392.0714905131034,575.9348237473916,678.0356193235507,357.75993580514137,561.3271279566095,-652.5760564096229,422.73274929522927,17286299
33,590.538056192823,679.1057233948281,908.3816343373151,562.8206941482013,617.6655426474224,-254.58565976117006,326.7861490147283,17286304
34,523.5572232489104,739.5517418877465,805.8352039285487,414.54021636452933,698.2834928793109,-1275.4187614847917,657.7455186157175,17286309
35,-138.39641679534805,159.63177999937182,681.7680392627908,-50.25182861179351,-75.30651082931126,-1298.2886288753,571.3919033613389,17286315
36,110.97299474840872,508.7968956902015,628.0581963401937,226.68665813166444,342.2937067919486,-880.2945861518638,402.7959255863015,17286328
37,40.1938762520449,525.7208525006885,637.7570419752374,234.876745293275,329.31304516930345,-878.2033454472805,388.508527345992,17286330
38,-446.4617565317653,87.84262519640833,152.7265449828601,-173.21107486681976,-126.70735557845524,-556.2409178638691,279.91580918053864,17286336
39,-632.9485703437933,-501.7576861268618,-195.14667925026833,-622.6341589235246,-596.5643470899441,-1392.1685869899748,323.9373106915197,17286342
40,-1074.710788221952,-700.0812141577601,-584.2727136224573,-861.1051832331802,-795.80765974879,-1181.9942207100078,205.84506661631923,17286346
41,-1214.342782758484,-1030.249150603728,-969.7651614740819,-1158.6910388425458,-1110.6253826778247,-1533.5222489318467,177.97841951582606,17286352
42,-346.7564331450367,418.0298434180313,590.2995255797923,-46.86955946955801,160.52034174162281,-1746.6220276935674,587.7476940939339,17286410
43,99.2063420117297,737.2420910353735,811.2566600175323,440.61361077780253,592.4610023033074,-314.61438544369753,373.9912626541062,17286412
44,-553.5992232724157,46.31988533847198,251.30412407782842,-301.56375125651164,-80.59932256812635,-2122.2179107300185,511.7046418749929,17286416
45,-217.10378466888324,131.2305448667962,261.6499939895616,-92.67794873593934,5.555365942246681,-1023.3742950583207,316.3414490308199,17286418
46,396.0053381765895,775.3902618088123,910.4400165087809,377.0348342934081,711.2255671728858,-1585.635920773842,766.5895644485986,17286424
47,419.35273258655127,860.533395093276,961.7055405561646,644.5852502202175,742.5291197894733,215.97101811032098,262.63956238971133,17286430
48,666.3290228521878,896.4420113886739,925.7092658011575,460.36009659337094,810.1525867342468,-1812.4458318233162,873.3827929903632,17286434
49,489.25425011984817,837.0692678012596,848.685331099704,532.0630015108746,705.9516857277272,-614.2110141054352,460.72155798965116,17286440
50,-116.09233932524853,310.830902188016,549.0790248632975,47.27822259614558,172.15691000592437,-1049.240246020083,392.1049090517651,17286452
51,-30.58078609129643,491.64857161332634,550.0561265099118,97.77837857072005,342.62859329174785,-1085.695454362099,523.5082643055233,17286454
52,-587.0937186480171,28.731775638633053,275.9139935299627,-275.3757517727515,-166.0823331775207,-938.0987896272247,405.9930896943825,17286460
53,-457.7672041904503,-203.4290123661434,-162.65795870815919,-472.69079499852324,-248.0225967817305,-1515.7324426750415,453.2598391949589,17286466
54,-910.1626294558464,-610.4626580683886,-465.01559221097114,-739.1657792732105,-666.8700807918249,-1091.836277489727,208.20607995963334,17286470
55,-1892.620185910285,-1188.9471948154296,-1110.357699950457,-1541.4262031621197,-1564.4798954475878,-1959.420188234009,332.5987564366356,17286476
56,-474.2689838071435,159.1583729246911,557.7226050267595,-165.35465743073186,-135.6535540019222,-1206.6493164678704,475.1491601281731,17286530
57,230.65491964454964,481.4219007275019,819.5997685235807,323.85075736186036,351.4126601698056,-468.9995584176154,302.2154307462414,17286532
58,335.2311439852606,670.5423214331704,810.2379244794765,455.17218494138297,510.57319968357206,-371.6097979285021,283.70546749942014,17286536
59,-16.924643265528175,551.186668691716,830.850038581646,238.34743881706024,234.22472318503742,-395.1316588596367,383.92572893215015,17286538
60,440.92936272256384,894.5377017735508,1034.4170641074006,563.4601436599738,645.3159046397541,-298.23067333111067,435.77551689590507,17286544
61,712.381700006904,752.9442454019267,868.7647072183727,589.349621633152,717.3599931498709,-518.665490945057,421.6375043022934,17286550
