SVMScore25,SVMScore75,SVMScoreMax,SVMScoreMean,SVMScoreMedian,SVMScoreMin,SVMScoreStd
7.677338180974658,13.215234601508804,17.67265827659145,9.24844855475736,9.785791352926793,-4.990356157222017,6.695803104656636
12.855224000626087,24.131159347647795,29.517968959383822,16.016488084965175,16.8787519521577,-11.22022432108757,11.961073513429978
8.641977149067976,31.639734806576584,38.03313870603945,18.55971984558842,28.096918585447774,-27.95662114949336,20.37164281696205
25.752509001834067,34.2332762817646,41.28259215174977,30.48821034420241,30.257226715640456,20.86088679246737,6.138415529419122
16.793186467748534,26.288470423905732,27.241133364758596,19.958990933962195,20.111117855718994,9.718139662190069,6.337155941692511
5.7695766720975215,12.831641431310562,27.798945106550946,10.974497084301781,7.868028375994399,1.978728228801728,8.685477653938621
28.486198539067612,31.882893592829703,35.429928699687196,28.6656418803891,30.13097986037618,11.389921211325344,6.957198269481901
11.275504020707533,20.38972681246213,22.203085573618935,13.797899257264238,16.267550183532244,-4.29024499865195,8.394096078692534
15.527076058465827,19.727482603921178,24.883610739731154,16.665961196287924,18.976942014286173,0.9486484095886709,6.672878544709687
20.365802648920006,32.593996973163705,38.59557097641077,25.28010374078074,24.85346587352516,8.500489928980656,9.461642003860417
42.350689684219155,50.326177973872575,52.86961642831679,41.4210870462838,48.98498677200702,6.004804702318793,15.59164510556782
27.761372230364913,44.872175438557264,56.0236494183665,36.26077868558127,41.61926054691709,12.493949632546503,14.759280891290562
34.12694978278533,46.22523219083139,51.97070432181462,39.55711577526699,41.3817191012559,18.808930697119848,10.129607076312388
11.649219350635676,24.513673029212573,32.0176336586793,16.964408585991794,13.488098582298662,2.6977044302951896,9.427057466153935
-5.001350422282913,34.744115020721196,41.51087285564566,15.204421609615718,30.265929936678866,-34.01337184112247,27.25753182384804
7.863459664302223,19.697847513027046,29.670384502567146,14.41747840501413,12.762217279612386,5.114619582532129,7.762218649282642
-1.202855671909937,19.809696099889685,35.09934757270554,10.975091875259231,8.4522248321231,-6.83647518097451,14.216837586814092
18.889123998109007,40.7248719353164,41.535118023247136,27.788120401882892,30.209009265035114,5.072161229199892,13.086306482318337
39.501015788015565,45.71239566238508,49.05577626568599,39.01730652089257,42.726106228738416,9.3540385684134,11.982919979800178
33.99480569021476,54.21475727592185,60.66127483012549,42.782237697704616,47.520006216440784,9.414299790229293,15.94191074538418
24.404188457289155,39.73474415902017,53.887234831779836,34.520501996746184,35.66111565332731,17.496984378231673,12.089450098433044
28.88185390276458,40.7343194322361,43.250955004693765,30.069396417758874,37.44526364745042,-4.736292881406619,16.49513403432008
20.865209226991485,39.07142864537019,48.05071375025237,26.38334068831937,31.949913400910546,-12.541476681007374,18.4241594684171
21.679796614764953,27.68364689005443,31.184339526715235,22.704156759598128,23.50656673176131,5.6978238609917895,7.269671381923926
3.875280364022842,29.9567285602327,32.929772538336266,12.843867492899232,27.688145026606357,-50.127363853804894,26.556660989059854
27.707152715749064,41.06442393035324,46.72224516173594,30.080844199917927,37.921086625680424,-14.766948539001987,18.718152058638346
